Genome	Cd_O	Ni_O	Cr_O	Cd_L_1	Cd_L_2	Cd_L_3	Cd_M_1	Cd_M_2	Cd_M_3	Cd_H_1	Cd_H_2	Cd_H_3	Ni_L_1	Ni_L_2	Ni_L_3	Ni_M_1	Ni_M_2	Ni_M_3	Ni_H_1	Ni_H_2	Ni_H_3	Cr_L_1	Cr_L_2	Cr_L_3	Cr_M_1	Cr_M_2	Cr_M_3	Cr_H_1	Cr_H_2	Cr_H_3	CK_1	CK_2	CK_3
Metal	None	None	None	Cd	Cd	Cd	Cd	Cd	Cd	Cd	Cd	Cd	Ni	Ni	Ni	Ni	Ni	Ni	Ni	Ni	Ni	Cr	Cr	Cr	Cr	Cr	Cr	Cr	Cr	Cr	None	None	None
Pressure	None	None	None	Low	Low	Low	Medium	Medium	Medium	High	High	High	Low	Low	Low	Medium	Medium	Medium	High	High	High	Low	Low	Low	Medium	Medium	Medium	High	High	High	None	None	None
MAG-269	1.754706	0.618203	2.842315	0.43082	0.501907	0.512736	0.162755	0.116969	0.092555	0	0	0	0	0	0	0	0	0	0	0	0	3.036156	2.7661	2.561506	4.107663	3.448606	3.256762	1.717009	1.494843	1.485008	3.790019	0.536963	0.335349
MAG-270	0.072862	0	0.132684	0.706075	0.706236	0.765269	0.674045	0.4664455	0.54154	0.239085	0.217645	0.306615	0	0	0	0.105407	0.104733	0.101639	0	0	0	8.699988	5.8244	5.467213	12.0067135	9.136847	9.050324	16.049798	13.425482	12.132415	0.195416	0.601827	8.594264
MAG-271	1.225647	0.911367	2.119885	1.5200965	1.513582	1.659601	0.370228	0.25838	0.274914	0.025126	0.027775	0.039871	0	0	0	0.099369	0.097298	0.09681	0	0	0	1.352216	1.28097	1.220257	1.750212	1.301222	1.300406	2.244069	1.778513	1.5742805	2.853702	3.863704	5.467856
MAG-272	4.840421	3.380244	7.196637	8.058423	8.330437	9.119847	2.380142	1.535868	1.660654	0.408025	0.401029	0.446725	0.009084	0	0	0.380374	0.324242	0.313251	0.044884	0.039055	0.029555	7.519776	7.530523	7.133171	7.586605	4.15687	3.869726	7.622109	5.66914	5.031901	9.108513	13.892941	9.067757
MAG-273	0.270833	0.047495	0.399315	0.23142	0.268137	0.322605	0.057369	0.040006	0.038037	0	0	0	0	0	0	0	0	0	0	0	0	3.81713	3.525884	3.275928	4.957733	4.678036	4.630644	0.918838	0.803161	0.854925	0.491532	0.163873	0.121761
MAG-274	0.054175	0.031315	0.081826	0.284495	0.28818	0.288531	0.331347	0.342085	0.336575	0.003088	0.003644	0.003016	0.002713	7.02E-04	0	0.012306	0.010267	0.010658	0.001525	0	0.001557	0.333709	0.258446	0.238367	0.61205	0.593387	0.592255	0.089689	0.073901	0.080746	0.114921	0.078683	4.199819
MAG-275	3.918204	2.979053	4.768234	1.471358	1.60255	1.64116	0.715717	0.663007	0.728972	0.068624	0.078485	0.065998	0.234806	0.233712	0.212953	0.365881	0.511658	0.500226	0.015446	0	0	1.446952	1.174389	1.131015	1.597716	1.705302	1.718365	0.439668	0.386966	0.40809	1.542033	1.805416	2.012357
MAG-276	2.718701	0.79764	4.404528	1.227735	1.343647	1.384754	1.45138	1.034454	1.007287	0	0	0	0	0	0	0.066795	0.078402	0.090528	0	0	0	0	0	0	0	0	0	0	0	0	3.295389	0.959665	1.378485
MAG-277	0.9577125	0.629166	1.201687	2.0337915	2.092049	2.231144	2.482956	1.680215	1.771078	0.164829	0.20772	0.2118335	0.444839	0.464836	0.396311	0.560661	0.658747	0.696094	0	0	0	0.067026	0.062256	0.055973	0.211143	0.160724	0.157497	0.068092	0.070687	0.06477	1.662404	1.973368	6.024118
MAG-278	4.533245	3.999121	5.924702	0.049162	0.042452	0.064604	0.010402	0.01137	0.004513	0.011252	0.006423	0.013654	0.014044	0.003357	0.00871	0.011482	0.014759	0.009191	0.004266	0.007064	0.002943	2.568187	6.517416	6.325201	0.363468	0.411037	0.412181	0.090627	0.099915	0.093027	7.565374	0.317213	0.038677
MAG-279	1.374776	0.238198	3.746406	0.79765	1.003054	1.062098	0.030128	0.025618	0.058073	0	0	0	0	0	0	0	0.049877	0.060912	0	0	0	0.324596	0.236836	0.215825	0.204438	0.314997	0.307077	0.063007	0.052799	0.054671	2.007065	3.091123	0.94232
MAG-280	2.788165	3.684496	4.006008	0.379393	0.46178	0.527569	0.015897	0.02556	0.028136	0.005498	0.010492	0.012854	0.006914	0.006213	0.007113	0.077644	0.174511	0.161498	0.031183	0.031642	0.036703	53.003104	30.025109	28.923603	53.049673	61.23425	60.221855	20.199836	22.964836	23.078953	5.524197	1.370002	1.879493
MAG-281	2.987035	35.763044	5.369698	1.87932	2.204629	2.147566	0.059237	0.057545	0.071058	0.016509	0.043738	0.029514	0.296764	0.331784	0.313497	0.017208	0.028151	0.028525	0.005743	0.007341	0.008848	7.292863	48.443149	48.292505	1.160958	1.076006	1.064836	0.188667	0.181847	0.169507	21.528602	1.505159	6.016123
MAG-282	29.781415	20.912554	66.040351	1.405118	1.743008	1.828411	0.021146	0.023353	0.033356	0.001901	0.004154	0.003512	0.008195	0.008275	0.009194	0.007076	0.012809	0.011032	0.005546	0	0.001124	0.765383	1.693063	1.637022	0.155593	0.206579	0.201785	0.035426	0.029801	0.031571	60.903141	2.710646	0.322094
MAG-283	4.827383	1.38683	8.729572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.122177	0	0
MAG-284	6.690987	2.311019	8.338816	6.7835	7.639439	7.876665	1.48357	1.181126	1.212495	0.267425	0.32597	0.327202	0.55358	0.627531	0.625996	0.332951	0.217786	0.197709	0.085774	0.086991	0.085977	0.111227	0.12493	0.112232	0.222445	0.172201	0.160989	0.046579	0.047027	0.035893	4.736608	6.464525	0.816059
MAG-285	32.7116424	13.4067624	37.7243976	50.6737008	54.9852168	56.749344	52.8221976	47.0365224	48.3908184	52.6377768	53.872332	54.396696	5.4026544	5.3358744	5.372928	11.3442864	22.2383352	22.3045248	2.4537864	2.8589184	2.7355056	0	0	0	0.097368	0	0	0	0	0	4.8225408	26.0160384	10.8368544
MAG-286	16.9956072	16.5487176	18.5347824	41.3349504	45.8067096	47.8513224	100.6917192	81.5871768	86.1294	36.5715672	38.7800688	40.1332848	17.3523384	18.9286848	18.8032632	62.4716328	84.1349352	82.8345744	20.7322296	22.6213152	20.3120448	0.1150488	0.1256352	0.0848472	0.2030184	0.1311	0.1714704	0.0525744	0.0325944	0.0250968	11.4343704	31.320972	40.1325504
MAG-287	9.3386544	5.453976	14.1710856	14.6261664	17.0849352	17.6424456	12.1824288	10.5559512	10.8398544	5.122848	5.4586776	5.5907328	1.8728952	2.3067864	2.4137784	4.73574	7.489644	7.6049664	1.8135624	2.018976	1.9268568	0.2132544	0.212412	0.2031792	0.2200944	0.1614888	0.1291728	0.0580632	0.0337608	0.025272	3.7315248	15.5653152	10.8837984
MAG-288	5.542185	6.439612	7.975194	3.820501	4.586327	4.683108	2.158978	2.507824	2.590309	1.648793	1.846257	1.863768	0.836022	0.869026	0.865101	1.368015	2.352941	2.402727	1.537482	1.856528	1.821821	0.96175	0.353615	0.342451	1.55061	1.554812	1.517942	0.828859	0.79908	0.784189	1.32327	6.163985	0.980135
MAG-289	81.4488816	99.175452	108.8063016	74.8820904	90.3017664	93.0621672	46.2852456	54.748764	56.8335888	30.51876	34.6428072	35.0201808	43.6626144	44.2483896	43.8306144	63.7588152	107.8618464	106.948188	64.2212472	79.0644936	74.877336	84.374652	12.6907344	12.0966912	124.006176	139.547124	139.9720032	65.3292528	65.8814616	66.897636	23.2014552	105.8351832	24.5917032
MAG-290	1.099713	0.286703	2.253621	3.373152	3.524361	3.659816	3.243252	2.349788	2.478979	0.048932	0.036468	0.048853	0	0	0	1.328363	1.154671	1.125422	0.022262	0.02572	0.024184	0	0	0	0	0	0	0	0	0	0.962971	1.651217	27.112911
MAG-291	0.147206	0.608841	0.163673	0.213936	0.247283	0.267745	0.506373	0.574735	0.600373	0.077287	0.0697705	0.069929	1.675948	1.860559	1.8343255	0.996256	1.086552	1.094186	0	0	0	1.917293	1.364519	1.208225	1.233499	1.44287	1.432541	0.073236	0.061647	0.066839	1.318581	0.3894	0.276598
MAG-292	0.263215	0.155431	0.206388	0.790246	0.812917	0.874216	4.743503	5.602786	5.857356	1.633273	1.695541	1.77057	0.02122	0.021294	0.028017	0.006772	0.011456	0.00913	0	0	0	0	0	0	0	0	0	0	0	0	0.810146	0.725692	1.041812
MAG-293	0	0	0	0.660214	0.6863985	0.751756	0.425551	0.374456	0.391925	0.084741	0	0	0	0	0	0.120692	0.14656	0.150307	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117545	7.907125
MAG-294	0.11742	0.092486	0.126915	0.030522	0.033067	0.033666	0.010766	0.007841	0	0.005676	0	0	0.004336	0.01031	0.0093	0	0	0	0	0	0	1.415673	1.57585	1.500775	4.871199	3.471808	3.583187	2.573044	1.883402	1.825634	0.191895	0.047438	0
MAG-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145773	0	0	4.125394	4.321771	4.514412	0.91938	0.791798	0.768676	0	0	0
MAG-296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.172758	0.209876	0.221457	5.558194	5.717608	5.434316	1.986447	1.587719	1.246267	0	0.005513	0
MAG-297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520934	13.786789	12.865385	0.026068	0	0	0.088391	0.076162	0.06642	0	0	0
MAG-298	2.920405	1.810286	4.483066	0.380178	0.456647	0.481791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.344763	2.561161	2.164962
MAG-299	4.621204	0.871644	7.66509	0.780195	0.892861	0.923371	0.057171	0.063083	0.082045	0	0	0	0	0	0	0.06701	0.066245	0.055172	0	0	0	0	0	0	0	0	0	0	0	0	6.606437	3.62395	0.537737
MAG-300	0.714868	0.509377	0.975861	1.743293	1.750306	1.842562	1.774894	1.868632	1.920055	0.076457	0.065732	0.078539	0.11821	0.132083	0.149087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.884881	3.256414	20.251104
MAG-301	2.844488	2.169778	5.098865	2.05233	2.123314	2.345617	0.091419	0.081032	0.096179	0	0	0	0.081033	0.0966	0.111229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.011631	8.724823	3.728875
MAG-302	0.036464	0	0.064108	0.044434	0.03332	0.028247	0.025203	0	0	6.049472	5.938007	6.295478	0	0	0	0.154309	0.123237	0.115292	2.159925	2.233099	2.0853865	0	0	0	0	0	0	0	0	0	0.106621	0.1100815	0.749319
MAG-303	7.009556	15.863253	5.604365	0.160967	0.121921	0.133837	0	0	0	0	0	0	0.720294	0.753544	0.808975	0.011317	0.007795	0.006967	0	0	0	2.829874	1.903733	1.793352	0.833874	0.655271	0.56881	0.0030625	9.42E-04	0.002387	27.562991	1.745954	7.77E-04
MAG-304	0.423749	0.216579	1.299372	0.194286	0.15047	0.174415	0.658964	0.380712	0.389457	0	0	0	0	0	0	0.39084	0.256375	0.248473	0	0	0	0	0	0	0	0	0	0	0	0	1.386063	3.954607	1.49168
MAG-305	0	0	0	0	0	0	0.052944	0	0	0.046303	0	0	0.460161	0.483282	0.530523	3.6283	2.365184	2.18265	1.100839	1.043453	0.9929495	0	0	0	0	0	0	0	0	0	0	0	0
MAG-306	4.032561	1.328624	4.359694	3.996025	3.617228	3.835304	0.061265	0.035268	0.037284	0	0	0	0.002168	0.008087	0.003123	0.005438	0	0	0	0	0	10.656713	3.92633	3.77274	17.271079	11.165392	10.819708	0.813418	0.745467	0.74723	4.704882	2.839326	1.172625
MAG-307	0.127672	0.101826	0.145479	0.064094	0.054017	0.064048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.790617	21.483164	21.118566	1.21873	0.796529	0.775567	0.003388	0	0.004828	0.157522	0.012786	0
MAG-308	7.334121	1.115124	1.498732	0.01729	0.015605	0.01772	0.007871	0.004219	0.004219	0.017503	0.017076	0.018146	0.009432	0.006642	0.00669	0.002872	0.002622	0.003156	0.009769	0.007689	0.00863	4.887448	5.018616	4.795335	0.150212	0.107557	0.110037	3.817358	3.784679	3.59929	0.402917	0.037124	0.007674
MAG-309	0.162801	0.237299	0.229168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.694905	5.435788	5.2669405	0.194763	0	0
MAG-310	0	0	0	1.134541	1.140043	1.17356	2.4282	1.626855	1.706195	1.336532	1.35669	1.348645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214952	0.204004
MAG-311	266.478201	385.782487	202.336632	7.511737	7.617197	7.601238	0.839965	0.744478	0.76189	0.45708	0.4867	0.465062	16.023711	17.770007	17.446496	2.156349	2.040322	2.044096	0.79265	0.724527	0.671891	3.932965	6.787716	6.669569	1.711113	1.493194	1.402329	0.369813	0.314976	0.31952	588.137425	65.874117	11.296396
MAG-312	0.540419	0.312277	0.357099	0.435384	0.490967	0.484392	0.179617	0.16625	0.165815	0.074372	0.089788	0.089572	0.433476	0.454758	0.435202	11.317383	8.474135	7.983244	1.881474	1.726926	1.684134	0.022809	0.024017	0.014689	0.020341	0.016671	0.014259	0	0	0	1.348609	3.338749	0.548901
MAG-313	13.347051	8.759136	5.434616	21.144177	21.458011	21.439057	13.497437	9.856955	10.059727	6.087786	6.389643	6.002844	34.57495	37.527834	35.996578	12.531859	11.94263	10.925949	2.820796	2.872846	2.813047	0.039036	0.071095	0.067808	0.036861	0	0	0	0	0	14.627722	18.6838815	9.605253
MAG-314	8.382078	3.92355	12.48519	5.85554	6.182892	6.451348	2.86244	2.237693	2.226197	1.30322	1.349038	1.30814	0.731112	0.787967	0.782246	6.584128	6.905417	6.605281	0.315159	0.290921	0.301483	0	0	0	0	0	0	0	0	0	12.335581	30.618337	30.984106
MAG-315	4.483118	3.958435	0.665887	11.096114	10.893547	10.956848	4.110818	3.118734	3.339388	3.030755	3.04753	3.160026	35.544818	38.929692	38.726452	1.72153	1.363909	1.412419	0.471849	0.470838	0.447866	0.056644	0.075486	0.071869	0.043443	0.035186	0.033533	0.010115	0.005202	0.007965	6.652811	1.176748	0.286057
MAG-316	0.803204	0.522023	0.461632	19.054162	20.354727	20.481473	3.453076	3.128945	3.269775	1.066973	1.099349	1.155494	1.834952	1.860595	1.889501	0.597444	0.586239	0.609336	0.177272	0.199449	0.190257	0.04928	0.0551	0.060644	0.03158	0.035557	0.025183	0.00633	0.006078	0.002942	2.481105	15.793246	0.509214
MAG-317	0.116812	0.050419	0.114913	0.125257	0.127429	0.140939	0.064424	0.061929	0.044404	0.035365	0.029896	0.041182	0.422077	0.359941	0.421363	21.960889	17.554185	17.01457	0.420508	0.388327	0.376709	0.101911	0.160118	0.11805	0.058527	0.077454	0.052746	0.007588	0.008611	0.011211	0.148532	0.209189	0.146043
MAG-318	0.190686	0.051798	0.095535	0.829604	0.949493	0.897734	0.355626	0.3254365	0.297545	0.147346	0.117417	0.132909	0.159805	0.202753	0.185236	0.271399	0.224291	0.211726	0.067754	0.063584	0.048252	17.469042	18.015952	18.302288	6.968874	7.262962	7.165936	0.702071	0.61721	0.644198	0.146922	0.15584	0.107478
MAG-319	0.1912965	0.123142	0.092305	0.7560975	0.763929	0.823056	0.190042	0.159683	0.143033	0.076696	0.09767	0.093464	40.6311435	45.035101	45.2454915	51.621723	47.401269	45.8186	15.796607	16.268988	15.392847	0.020069	0.026013	0.038145	0.041357	0	0	0	0	0	0.177099	0.273102	0.1292
MAG-320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288549
MAG-321	2.668098	1.071176	3.481395	2.501338	2.436891	2.592922	0.580738	0.40804	0.384722	0.237504	0.257073	0.284748	0.047174	0.057183	0.048952	0.199854	0.166223	0.179643	0.065517	0.074698	0.060045	6.63199	6.001271	5.779556	4.641873	3.99143	3.987893	1.788376	1.699191	1.626221	4.080095	1.467161	0.818971
MAG-322	0	0	0	0.024369	0.015038	0	0.009359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.817287	13.484309	12.968485	10.692711	11.413955	11.12369	13.355966	11.551411	11.806303	0	0	0
MAG-323	0.016836	0.045495	0.052849	0.007824	0.005066	0.005249	0.003046	0	0	0	0	0	0.012038	0.015388	0.014823	0.015019	0.010049	0.008585	0.021372	0.018179	0.015323	13.461504	16.118129	15.207164	1.205825	0.863953	0.845597	0.980985	0.867916	0.824641	0.01001	0.013405	0.006251
MAG-324	17.69891	15.870689	45.1178	52.917729	51.662788	55.134831	7.165778	5.858217	6.044741	2.314376	2.329291	2.462776	11.151374	12.957381	13.723074	1.939903	1.886382	1.860964	0.003756	0.004288	0.007495	0.008545	0.010231	0.013259	0.012535	0.006254	0.003776	0.00723	0.003625	0	103.541366	27.77922	0.136997
MAG-325	0.04491	0.009151	0.045365	0.22286	0.242801	0.251026	0.230714	0.235876	0.244563	0.08107	0.090304	0.097969	0	0	0	0	0	0	0	0	0	5.144718	6.385204	5.869607	5.346546	5.141653	5.013012	5.08264	4.412275	3.923919	0.056105	0.028466	0.00769
MAG-326	2.183872	0.461806	2.703617	1.938477	2.109547	2.219779	5.833516	4.726233	5.138185	1.527424	1.672143	1.76633	0.003111	0.005903	0.003872	0.6854	0.750346	0.70102	0.255835	0.282615	0.246497	0.055439	0.076766	0.066091	0.036167	0.024338	0.027833	0.002275	0.003094	0	2.887666	5.392164	7.688666
MAG-327	6.919837	1.765089	5.980104	1.775308	1.931369	2.222041	0.385109	0.378905	0.421017	0.164043	0.181871	0.186023	0.023923	0.021355	0.029727	0.032608	0.048122	0.034133	0.023637	0.020858	0.016447	1.420086	0.84217	0.765549	2.285469	2.41958	2.395609	1.108534	1.004097	0.848799	8.242618	0.872812	0.058241
MAG-328	0	0	0	0	0	0	0	0	0	0	0	0	0.16046	0.156747	0.168402	2.74382	1.800356	1.850523	0.195343	0.086489	0.118275	0	0	0	0	0	0	0	0	0	0	1.229466	3.08564
MAG-329	0.464087	0.142635	0.394705	0.20465	0.224277	0.251051	0.395211	0.355559	0.366178	0.691061	0.677905	0.694802	0	0	0	0.101504	0.131454	0.155783	0	0	0	0.042472	0.081535	0.061247	0.201438	0.147667	0.140998	4.790354	4.022111	3.774728	0.337244	0	0
MAG-330	0.012845	0.014326	0.010422	0.346938	0.317414	0.346948	7.388497	6.860078	7.306791	9.53298	9.70787	10.14486	0.174014	0.2061	0.21037	21.736704	16.784565	17.041648	6.019122	6.457659	5.447812	0.013806	0.010616	0.01669	0.021269	0.01454	0.020707	0.016022	0.007945	0.008207	0.019488	0.379501	3.837907
MAG-331	0.844707	2.453634	3.548438	3.860693	3.556867	4.240741	0.083421	0.079999	0.096797	0.042646	0.03185	0.03323	8.659222	10.179809	11.043839	11.121893	9.746855	10.146629	2.423946	2.943559	2.439507	0.016087	0.0215	0.031511	0.020158	0.008815	0.008163	0.010458	0.009953	0.006421	1.429167	8.790645	4.403388
MAG-332	0.485823	1.608458	0.396851	0.009681	0.010622	0.016509	0.009996	0.00967	0.014365	0.015653	0.013438	0.015012	0.005722	0.004569	0.006234	0.025831	0.018764	0.014323	0.005696	0.01031	0.007314	7.222187	6.706016	6.636123	11.802858	11.437261	10.999457	1.066643	0.795884	0.587031	4.302572	0.045209	0.050057
MAG-333	0.231629	0.086884	0.297137	0.290422	0.266861	0.293022	7.786556	7.315086	7.862104	7.557205	7.345057	7.669601	0.057896	0.079947	0.076652	0.0101	0.011129	0.017226	0.003559	0.003498	0.007041	0	0	0	0	0	0	0	0	0	0.52329	0.132686	0.081032
MAG-334	0.210813	0.831627	0.108205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126625	0.497536	0.489545	0	0	0	5.975074	4.317859	3.179316	0.262077	0	0
MAG-335	7.085645	7.985575	0.610313	4.333086	3.928227	4.261159	0.537412	0.43856	0.492583	0.061745	0.045417	0.052735	0.155982	0.169246	0.203657	3.860838	2.452764	2.471361	0.307836	0.338296	0.285612	0	0	0	0	0	0	0	0	0	5.07891	5.31762	2.930195
MAG-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504743	0	0	4.730107	3.2583465	3.053016	2.419504	1.890185	1.421759	0	0	0
MAG-337	0.700638	1.236065	0.753599	2.705801	2.582286	2.766408	0.517973	0.430928	0.426767	0.021278	0.016241	0.015895	0.065154	0.065287	0.074122	1.001308	0.720916	0.674653	0.016776	0.007945	0.01263	1.693402	7.6484025	7.014901	0.080988	0.064058	0.067552	0.010258	0	0	0.990373	1.882881	0.498698
MAG-338	0	0	0	0	0	0	0.19005	0.119198	0.080495	0	0	0	0	0	0	0	0	0	0	0	0	9.256975	0	0	0.687702	0.627617	0.611367	0	0	0	0	0	2.023884
MAG-339	0.563342	0.411048	0.071212	0	0	0	0.371236	0.31947	0.315626	6.144682	5.550198	5.966694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619363	0.084125	0.530514
