"SUID","EnrichmentMap::Data Set","EnrichmentMap::Overlap_genes","EnrichmentMap::Overlap_size","EnrichmentMap::similarity_coefficient","interaction","name","selected","shared interaction","shared name"
"4104","Cd2CK_egg_go_ko","WP_004365214.1|BAN35084.1|OFZ96113.1|WP_076094220.1|WP_094267892.1|OYV35612.1|PKO89627.1|WP_107491793.1|RPH44985.1|WP_124734110.1|WP_013522392.1|KFB68274.1|WP_133594294.1|WP_133680969.1|WP_109015333.1|WP_035608057.1|KNZ34458.1|OGA63255.1|OJX29812.1|WP_079433534.1|WP_088812016.1|WP_125244194.1","22","0.8928571428571428","Geneset_Overlap","2VH91 (Geneset_Overlap_Cd2CK_egg_go_ko) K04487","false","Geneset_Overlap","2VH91 (Geneset_Overlap_Cd2CK_egg_go_ko) K04487"
"4105","Cd2CK_egg_go_ko","EXI73901.1|ATG72145.1|ATW64111.1|WP_119964852.1|WP_133588295.1|WP_018151794.1|OGA45015.1|OIP10440.1|ATG85284.1|RMG33618.1|ACF98171.1|AEL12490.1|ODU56528.1|BAH03064.1|WP_013029265.1|BAD37171.1|CAI06598.1|BAD91427.1|ABP33218.1|AEJ89829.1|WP_004301737.1|EXI86426.1|EXI90076.1|AHZ56225.1|WP_027459187.1|KFB69436.1|AJO62862.1|AJO63014.1|BAR46710.1|BAR46711.1|WP_056876288.1|WP_057674903.1|OHC61306.1|OHC64126.1|WP_076096509.1|WP_079435145.1|ARK19566.1|WP_086912295.1|ATG72135.1|PKO56461.1|WP_108977384.1|WP_116534872.1|WP_119107391.1|RIX44719.1|TAK48549.1|TEX48909.1","46","0.896551724137931","Geneset_Overlap","2VHSF (Geneset_Overlap_Cd2CK_egg_go_ko) 1N3PN","false","Geneset_Overlap","2VHSF (Geneset_Overlap_Cd2CK_egg_go_ko) 1N3PN"
"4106","Cd2CK_egg_go_ko","EKE18052.1|WP_018413323.1|EQB64020.1|ERH40858.1|AIT62738.1|CED79243.1|WP_049411422.1|CTQ57173.1|WP_053322368.1|WP_054281656.1|ODU57472.1|WP_070129492.1|CUR08644.1|OJU73943.1|OJX70055.1|OPH17454.1|WP_086919618.1|WP_091940317.1|WP_094002412.1|OYU41616.1|OYZ00001.1|WP_094555909.1|PAW66547.1|PUE05831.1|WP_107888850.1|PZF79076.1|AWW25111.1|WP_114114452.1|WP_114959718.1|WP_115723606.1|WP_115934849.1|WP_117380257.1|WP_119212345.1|WP_121219054.1|WP_132985273.1|WP_133797155.1|AFV98459.1|WP_004332390.1|WP_006450618.1|WP_008494540.1|AGO28354.1|WP_048497737.1|KRP10551.1|WP_076912688.1|WP_077239469.1|OUX17918.1|WP_105040437.1|WP_106875037.1|RMH65484.1|RYE05967.1|TAK66595.1|WP_130997957.1|TJW70054.1|SP|P75022.1|EFTU_RHIRD|AAQ62397.1|WP_005879073.1|WP_029312050.1|GAK54310.1|WP_032238732.1|KKR79619.1|KXK00783.1|WP_093281025.1|PCJ42754.1|WP_097087654.1|PID72391.1|PKT86702.1|WP_109453369.1|TAN86363.1|EPR32470.1|WP_021275036.1|WP_028957231.1|WP_043949301.1|WP_069444877.1|OJY95462.1|WP_077209457.1|AQT42897.1|WP_087349485.1|PAU95980.1|PKN73642.1|PTM19938.1|WP_114692163.1|RJT43053.1|WP_122878230.1|WP_122890902.1|WP_124799605.1|WP_126170335.1|RZO34591.1|TDI75867.1|VHH18454.1|ADO63651.1|CCK48643.1|WP_005483729.1|KGQ25187.1|SFN58997.1|PKN46003.1|WP_108780439.1|WP_126831844.1|RWH43609.1|TET29113.1|EMU10944.1|WP_013614171.1|WP_016533924.1|WP_039438947.1|WP_045726418.1|OPE42154.1|RYY12747.1|WP_006730011.1|WP_076891819.1|PID31983.1|GBE29179.1|WP_128096253.1|EGC61563.1|WP_004355307.1|WP_014235481.1|WP_019372615.1|WP_026770526.1|WP_027456679.1|WP_027469922.1|KFB69207.1|WP_034743456.1|WP_035511923.1|WP_039131350.1|KIF34349.1|KML33318.1|WP_053281820.1|KPN72726.1|WP_056069295.1|WP_057297243.1|KTC77939.1|KXS30366.1|WP_062352460.1|SDH58430.1|WP_076091607.1|WP_076501246.1|WP_084205124.1|WP_091918820.1|WP_092280200.1|WP_093509984.1|OYW19306.1|OYX25460.1|WP_100053551.1|WP_100138630.1|PKO82755.1|WP_107865110.1|WP_108360503.1|PZP39388.1|WP_116846679.1|RKZ91889.1|RTL29324.1|RWC56152.1|RZI44858.1|WP_135048775.1","152","0.765684899485741","Geneset_Overlap","COG0050 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005525","false","Geneset_Overlap","COG0050 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005525"
"4107","Cd2CK_egg_go_ko","AJP49034.1|WP_066879985.1|OHC65429.1|PKO38073.1|WP_106829239.1|WP_012202332.1|WP_069039303.1|RMG29854.1|SBT03617.1|OGT55153.1|WP_088439840.1|RFC34779.1|RFC34810.1|PZN53741.1|WP_079690063.1|PYP86935.1|WP_133773092.1|EXI80309.1|WP_028994187.1|KFB69202.1|PKO85022.1|PLX71774.1|PTT80254.1|RTL25783.1","24","0.5256410256410257","Geneset_Overlap","K02886 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005840","false","Geneset_Overlap","K02886 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005840"
"4108","Cd2CK_egg_go_ko","WP_079433304.1|WP_002923543.1|WP_072396215.1|WP_066882668.1|WP_054020873.1|RIX45053.1|WP_018411050.1|WP_009553533.1|WP_088177840.1|RTK98152.1|TEX44200.1|WP_011766701.1|WP_027457891.1|WP_019918667.1|WP_110399427.1|WP_119770394.1|PKP86951.1|PKO86510.1|EGK69921.1|WP_013215831.1|WP_066336621.1|WP_083567731.1|AAM18567.1|WP_056242747.1|RTL35821.1|WP_020087477.1|PZU54559.1|OUV02704.1|WP_008060415.1|WP_119783747.1","30","0.7112676056338028","Geneset_Overlap","GO:0005509 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0016614","false","Geneset_Overlap","GO:0005509 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0016614"
"4109","Cd2CK_egg_go_ko","WP_054965449.1|WP_012585584.1|OJY87033.1|OGV72118.1|RTL04036.1|WP_028994809.1|WP_027457213.1","7","0.2423406862745098","Geneset_Overlap","GO:0051539 (Geneset_Overlap_Cd2CK_egg_go_ko) 1MW9S","false","Geneset_Overlap","GO:0051539 (Geneset_Overlap_Cd2CK_egg_go_ko) 1MW9S"
"4110","Cd2CK_egg_go_ko","KFB69210.1|KLT21213.1|ODS73451.1|OGI46044.1|WP_078307178.1|PKO26120.1|WP_106748007.1|WP_014235482.1|WP_028485245.1|WP_043946424.1|WP_058531626.1|WP_067758259.1|OYZ55106.1|WP_106825664.1|TAG83693.1|WP_061498192.1|OIP11335.1|WP_012695740.1|PJI37961.1|WP_136555888.1|PKM03356.1|WP_108427913.1|WP_004343146.1|WP_012202327.1|WP_016453856.1|WP_028770765.1|ALD91789.1|WP_076604510.1|PKO29730.1|WP_108949537.1|PZQ20981.1|TEX49225.1","32","0.5903954802259888","Geneset_Overlap","1MUCV (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0003746","false","Geneset_Overlap","1MUCV (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0003746"
"4111","Cd2CK_egg_go_ko","OYZ55106.1","1","0.015111111111111112","Geneset_Overlap","GO:0015935 (Geneset_Overlap_Cd2CK_egg_go_ko) K02355","false","Geneset_Overlap","GO:0015935 (Geneset_Overlap_Cd2CK_egg_go_ko) K02355"
"4112","Cd2CK_egg_go_ko","RTL34994.1|WP_066882744.1|WP_076601165.1","3","0.09596725288053366","Geneset_Overlap","GO:0006457 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0009408","false","Geneset_Overlap","GO:0006457 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0009408"
"4113","Cd2CK_egg_go_ko","WP_012204345.1|WP_114467052.1|KPK19987.1|PZQ72791.1|WP_058935375.1|WP_126129176.1|OGI62305.1|WP_004253524.1|WP_008059639.1|WP_014237270.1|WP_015766859.1|EXI68687.1|EXI84649.1|WP_028456103.1|KFB68258.1|KFB74359.1|WP_041098684.1|WP_088179091.1|PKO56786.1|PLX76357.1|WP_102247198.1|WP_107492948.1|WP_110524745.1|WP_121241512.1|RTL37410.1","25","0.7016129032258065","Geneset_Overlap","2VHM6 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0022900","false","Geneset_Overlap","2VHM6 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0022900"
"4114","Cd2CK_egg_go_ko","WP_015437464.1|TCW38113.1|WP_035678795.1|WP_117607631.1|RDE50182.1|WP_132249930.1|WP_007680863.1|KFB70734.1|OYY58949.1|WP_004721665.1|WP_126463609.1|WP_002931890.1|WP_011236835.1|WP_050417438.1|WP_066882891.1|OYU48789.1","16","0.9705882352941176","Geneset_Overlap","1MUTQ (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0004160","false","Geneset_Overlap","1MUTQ (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0004160"
"4115","Cd2CK_egg_go_ko","WP_114401720.1|KFB73077.1|KFB67245.1|WP_106748026.1|RTL31940.1|KFB78316.1|RZS54540.1|OJV48345.1|PKO29586.1|WP_026688012.1|OHE89796.1|WP_095524559.1|TAF82130.1|PIU42396.1|WP_056877737.1|EXI74129.1|OWQ83434.1|WP_012206747.1|WP_110527036.1|VTQ05515.1|WP_108176863.1|EXI89281.1|OQW34399.1|AJP49033.1|WP_009855676.1|WP_004301412.1|PCI59715.1|PZN53727.1|EXI80310.1|WP_062354893.1|WP_071414435.1|WP_121457190.1|RYF81611.1|OQW81897.1|RPH73135.1|OJW50010.1|WP_055945224.1|WP_034997194.1|WP_076091637.1|WP_011286091.1|WP_011237976.1|EFF86474.1|ODS90547.1|KFB73850.1|WP_010397614.1|RIZ69250.1|OQW98398.1|RME65152.1|WP_037556370.1|RTL34218.1|RIX49056.1|WP_038312220.1","52","0.37330153762078644","Geneset_Overlap","GO:0015935 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005840","false","Geneset_Overlap","GO:0015935 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005840"
"4116","Cd2CK_egg_go_ko","OGU52319.1|OJW50879.1|PKO33943.1|WP_108948782.1|WP_128902407.1|TAL74038.1|RZI44785.1|WP_017508866.1|WP_011765804.1|WP_056875887.1|WP_079435047.1|WP_092755324.1|WP_102041370.1|WP_109041252.1|WP_135247737.1","15","0.96875","Geneset_Overlap","2VI2M (Geneset_Overlap_Cd2CK_egg_go_ko) K07180","false","Geneset_Overlap","2VI2M (Geneset_Overlap_Cd2CK_egg_go_ko) K07180"
"4117","Cd2CK_egg_go_ko","EXI89389.1|KFB67261.1|PKO93698.1|TAH13192.1|OHB25114.1|WP_079435633.1|TAH50053.1|RTL29051.1|EXI86266.1|PJI41122.1|EXI91054.1|KFB70730.1|KFB73888.1|KFB77543.1|RTL38218.1","15","1.0","Geneset_Overlap","COG2326 (Geneset_Overlap_Cd2CK_egg_go_ko) 1MVE2","false","Geneset_Overlap","COG2326 (Geneset_Overlap_Cd2CK_egg_go_ko) 1MVE2"
"4118","Cd2CK_egg_go_ko","WP_108176863.1|WP_114401720.1|WP_121457190.1|EFF86474.1|OJW50010.1|RIZ69250.1|WP_004301412.1|WP_010397614.1|WP_012206747.1|EXI89281.1|KFB67245.1|KFB73077.1|WP_062354893.1|OQW81897.1|WP_110527036.1|RTL31940.1","16","0.5170940170940171","Geneset_Overlap","COG0052 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005840","false","Geneset_Overlap","COG0052 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005840"
"4119","Cd2CK_egg_go_ko","PKO35894.1|WP_132572774.1|OJW28870.1|WP_014236231.1|WP_079436202.1|PKO38843.1|KFB67271.1|RIX44650.1|WP_012806080.1|RTL42948.1|WP_062351933.1|WP_116535496.1|WP_079434731.1|WP_012203020.1|RTL17381.1|WP_046238507.1|AOV06077.1|WP_079436223.1|WP_054622006.1|WP_084019512.1|WP_104801475.1|OYY63427.1|KFB67069.1|WP_012204759.1","24","0.6621621621621622","Geneset_Overlap","GO:0015562 (Geneset_Overlap_Cd2CK_egg_go_ko) K15725","false","Geneset_Overlap","GO:0015562 (Geneset_Overlap_Cd2CK_egg_go_ko) K15725"
"4120","Cd2CK_egg_go_ko","WP_129219830.1|WP_020205948.1|TAD90173.1|WP_107494321.1|EDP74085.1|WP_062626449.1|WP_013506879.1|RIK88231.1|WP_136551970.1|WP_046849510.1|WP_061500108.1|OQW81634.1|WP_088534965.1|WP_086619775.1|WP_062358397.1|WP_012207716.1|OGB48659.1","17","1.0","Geneset_Overlap","GO:0004013 (Geneset_Overlap_Cd2CK_egg_go_ko) K01251","false","Geneset_Overlap","GO:0004013 (Geneset_Overlap_Cd2CK_egg_go_ko) K01251"
"4121","Cd2CK_egg_go_ko","AAM18567.1|WP_054020873.1|WP_066882668.1|PKO86510.1|WP_110399427.1|RIX45053.1|WP_119783747.1|RTL35821.1|EGK69921.1|WP_002923543.1|WP_008060415.1|WP_018411050.1|WP_083567731.1|WP_013215831.1|WP_119770394.1|WP_011766701.1|WP_019918667.1|OUV02704.1|WP_056242747.1|RTK98152.1|PKP86951.1|WP_009553533.1|WP_020087477.1|WP_027457891.1|WP_066336621.1|WP_072396215.1|WP_079433304.1|WP_088177840.1|PZU54559.1|TEX44200.1","30","0.9545454545454546","Geneset_Overlap","COG4993 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0016614","false","Geneset_Overlap","COG4993 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0016614"
"4122","Cd2CK_egg_go_ko","WP_102041803.1|KFB66257.1|EXI74690.1|WP_079446987.1|WP_106748256.1|TKT73400.1|WP_042422614.1|OLC74155.1|WP_100378545.1|WP_088344563.1|CCL39299.1|OLL99361.1|PZP66845.1|ODT50015.1|WP_079690089.1|WP_084055521.1|OGW34266.1|OGS92337.1|KXK23501.1|PKO71921.1|KIF33670.1|WP_048674821.1|SPS06403.1|RUT95275.1|KFB68186.1|RUQ37377.1|OHC67264.1|EXI86829.1","28","1.0","Geneset_Overlap","GO:0004634 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0000015","false","Geneset_Overlap","GO:0004634 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0000015"
"4123","Cd2CK_egg_go_ko","WP_013804444.1|WP_096449278.1|RTL34219.1|WP_027456663.1|EXI90846.1|KFB78314.1|OFZ98106.1|WP_099407143.1|PKO26483.1|RIX49058.1|WP_004298446.1|WP_015437569.1|WP_035933059.1|RTL23085.1|RZI44886.1|WP_090319415.1","16","0.9705882352941176","Geneset_Overlap","2VQ4W (Geneset_Overlap_Cd2CK_egg_go_ko) 1R9YZ","false","Geneset_Overlap","2VQ4W (Geneset_Overlap_Cd2CK_egg_go_ko) 1R9YZ"
"4124","Cd2CK_egg_go_ko","EXI90708.1|KFB71918.1|KFB74231.1|WP_079434981.1|EXI85807.1|EXI86345.1|EXI67961.1|EXI68620.1|WP_027459037.1|WP_012207147.1|RDE52272.1|KFB67540.1|KFB71158.1|KFB75089.1|KFB75091.1","15","0.96875","Geneset_Overlap","COG1392 (Geneset_Overlap_Cd2CK_egg_go_ko) K07220","false","Geneset_Overlap","COG1392 (Geneset_Overlap_Cd2CK_egg_go_ko) K07220"
"4125","Cd2CK_egg_go_ko","WP_079433304.1|WP_002923543.1|WP_066882668.1|WP_054020873.1|RIX45053.1|WP_018411050.1|WP_088177840.1|WP_019918667.1|WP_110399427.1|WP_066336621.1|WP_056242747.1|RTL35821.1","12","0.39480519480519477","Geneset_Overlap","GO:0052935 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0030288","false","Geneset_Overlap","GO:0052935 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0030288"
"4126","Cd2CK_egg_go_ko","KFB67261.1|PKO93698.1|TAH13192.1|OHB25114.1|WP_079435633.1|TAH50053.1|EXI86266.1|PJI41122.1|EXI91054.1|KFB70730.1|RTL38218.1","11","0.656140350877193","Geneset_Overlap","COG2326 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0008976","false","Geneset_Overlap","COG2326 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0008976"
"4127","Cd2CK_egg_go_ko","WP_015878143.1|WP_084019513.1|WP_102770819.1|WP_084173694.1|WP_083293141.1|WP_084652092.1|WP_013803090.1|PZR31861.1|RIX44646.1|WP_124961768.1|WP_129572018.1|WP_104801476.1|PWT95088.1|WP_136386246.1|ETK39847.1|WP_005670933.1|WP_083281205.1|RYF24492.1|WP_088179356.1|WP_089056865.1|PZQ74733.1|OJX35469.1|EYU06092.1|WP_013673482.1|WP_079436222.1|PKO35889.1","26","0.6625","Geneset_Overlap","GO:0006812 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0019829","false","Geneset_Overlap","GO:0006812 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0019829"
"4128","Cd2CK_egg_go_ko","TAK80989.1|RYF80491.1|WP_042822737.1|OJX17264.1|WP_004259356.1|TEX48147.1|WP_027458166.1|WP_004266007.1|WP_112993160.1|WP_076092920.1|WP_124219361.1|WP_108893374.1|WP_079436675.1|OYU49894.1|OHC72288.1|WP_066879382.1|WP_105998743.1|WP_015436736.1|SBT06690.1|WP_024516532.1|GCL61065.1|CDH47611.1|WP_088382570.1|WP_062590256.1|WP_129635243.1|RTK98005.1|WP_034994456.1|WP_008121844.1|EXI90689.1|KFB74895.1|WP_069037386.1|WP_014237572.1|WP_117608680.1|WP_137098281.1|PZQ52337.1|PKO83537.1|PKP68941.1|WP_079436674.1|RPJ44264.1|PKO37690.1|WP_048670196.1","41","0.9880952380952381","Geneset_Overlap","GO:0018454 (Geneset_Overlap_Cd2CK_egg_go_ko) 1MUEV","false","Geneset_Overlap","GO:0018454 (Geneset_Overlap_Cd2CK_egg_go_ko) 1MUEV"
"4129","Cd2CK_egg_go_ko","WP_108176863.1|WP_114401720.1|WP_121457190.1|EFF86474.1|OJW50010.1|RIZ69250.1|WP_004301412.1|WP_010397614.1|WP_012206747.1|EXI89281.1|KFB67245.1|KFB73077.1|WP_062354893.1|OQW81897.1|WP_110527036.1|RTL31940.1","16","0.5987654320987654","Geneset_Overlap","1MU33 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0015935","false","Geneset_Overlap","1MU33 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0015935"
"4130","Cd2CK_egg_go_ko","WP_042422614.1|OGS92337.1|OHC67264.1|WP_102041803.1|KIF33670.1|WP_079690089.1|WP_100378545.1|PKO71921.1|WP_106748256.1|PZP66845.1|TKT73400.1|WP_084055521.1|WP_088344563.1|SPS06403.1|CCL39299.1|KFB68186.1|WP_048674821.1|OGW34266.1|RUQ37377.1|ODT50015.1|OLL99361.1|WP_079446987.1|KXK23501.1|OLC74155.1|EXI74690.1|EXI86829.1|KFB66257.1","27","0.9821428571428572","Geneset_Overlap","K01689 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0004634","false","Geneset_Overlap","K01689 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0004634"
"4131","Cd2CK_egg_go_ko","PKO56786.1|WP_107492948.1|OGI62305.1|KFB68258.1|WP_089883054.1|RTL37410.1|PCJ60658.1|KFB76906.1|WP_014237270.1|EXI68687.1|WP_004253524.1|WP_012204345.1|PZN73492.1|WP_041098684.1|WP_102247198.1|WP_008059639.1|WP_110524745.1|WP_026878076.1|EXI84649.1|WP_015766859.1|WP_114467052.1|PLX76357.1|PZQ72791.1|WP_121241512.1|WP_019643591.1|KPK19987.1|WP_026057405.1|KFB74359.1|WP_028456103.1|WP_058935375.1|WP_088179091.1|SBT04022.1|WP_126129176.1","33","0.7557859209257474","Geneset_Overlap","GO:0016627 (Geneset_Overlap_Cd2CK_egg_go_ko) 1MU5M","false","Geneset_Overlap","GO:0016627 (Geneset_Overlap_Cd2CK_egg_go_ko) 1MU5M"
"4132","Cd2CK_egg_go_ko","WP_011289488.1|RTL21828.1|WP_018409825.1|WP_062356741.1|RIK93028.1|RTL29411.1|WP_012206801.1|WP_091906234.1|WP_024901274.1|OGT58397.1|PPD29689.1|WP_062356736.1|WP_105531610.1|WP_108623115.1|WP_034832555.1|KRT70926.1|WP_089416706.1|PCJ60361.1|ODV10150.1|WP_137101029.1|WP_011764472.1|WP_018150678.1|KFB75662.1|WP_036248493.1|WP_041096173.1|WP_041322195.1|OIP10589.1|WP_076095626.1|RTL40888.1|TAN74085.1|TEX46275.1","31","1.0","Geneset_Overlap","COG0174 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0004356","false","Geneset_Overlap","COG0174 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0004356"
"4133","Cd2CK_egg_go_ko","BBG74083.1|RUQ40370.1|WP_121428012.1|WP_012203041.1|WP_132542637.1|WP_087648738.1|WP_004301710.1|WP_070987526.1|WP_092997584.1|WP_110258092.1|WP_011397794.1|WP_020564490.1|KFB69440.1|WP_137098945.1|TAL86698.1","15","0.6960227272727273","Geneset_Overlap","GO:0009325 (Geneset_Overlap_Cd2CK_egg_go_ko) K00371","false","Geneset_Overlap","GO:0009325 (Geneset_Overlap_Cd2CK_egg_go_ko) K00371"
"4134","Cd2CK_egg_go_ko","ODS89253.1|OJW81811.1|OJW35049.1|WP_024567737.1|TAJ60610.1","5","0.08915395966551894","Geneset_Overlap","GO:0015562 (Geneset_Overlap_Cd2CK_egg_go_ko) K15726","false","Geneset_Overlap","GO:0015562 (Geneset_Overlap_Cd2CK_egg_go_ko) K15726"
"4135","Cd2CK_egg_go_ko","KFB69210.1|KLT21213.1|ODS73451.1|OGI46044.1|WP_078307178.1|PKO26120.1|WP_106748007.1|WP_014235482.1|WP_028485245.1|WP_043946424.1|WP_058531626.1|WP_067758259.1|OYZ55106.1|WP_106825664.1|TAG83693.1|WP_061498192.1|OIP11335.1|WP_012695740.1|PJI37961.1|WP_136555888.1|PKM03356.1|WP_108427913.1|WP_004343146.1|WP_012202327.1|WP_016453856.1|WP_028770765.1|ALD91789.1|WP_076604510.1|PKO29730.1|WP_108949537.1|PZQ20981.1|TEX49225.1","32","0.5903954802259888","Geneset_Overlap","1MUCV (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0006414","false","Geneset_Overlap","1MUCV (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0006414"
"4136","Cd2CK_egg_go_ko","WP_084019513.1|WP_102770819.1|WP_084173694.1|WP_083293141.1|WP_084652092.1|WP_013803090.1|PZR31861.1|RIX44646.1|WP_124961768.1|WP_129572018.1|WP_104801476.1|WP_136386246.1|ETK39847.1|WP_005670933.1|WP_083281205.1|RYF24492.1|WP_089056865.1|PZQ74733.1|OJX35469.1|EYU06092.1|WP_079436222.1|PKO35889.1","22","0.9230769230769231","Geneset_Overlap","GO:0019829 (Geneset_Overlap_Cd2CK_egg_go_ko) K01534","false","Geneset_Overlap","GO:0019829 (Geneset_Overlap_Cd2CK_egg_go_ko) K01534"
"4137","Cd2CK_egg_go_ko","PZP29908.1|OJX25964.1|KFB77730.1|WP_069040294.1|WP_129350806.1|RZJ95262.1|RLS51732.1|WP_124539589.1|ODU88478.1|WP_121459553.1|RZL03004.1|ODS97385.1|WP_056068348.1|PIQ12327.1|WP_049725106.1|RYD57737.1|WP_062353565.1|WP_124855481.1|WP_106749718.1|WP_079433542.1|ODS68942.1|WP_066879881.1|KFB65965.1","23","0.7948717948717949","Geneset_Overlap","GO:0006396 (Geneset_Overlap_Cd2CK_egg_go_ko) K00962","false","Geneset_Overlap","GO:0006396 (Geneset_Overlap_Cd2CK_egg_go_ko) K00962"
"4138","Cd2CK_egg_go_ko","RTL40888.1|ODV10150.1|WP_041322195.1|OGT58397.1|WP_062356741.1|PPD29689.1|WP_041096173.1|WP_036248493.1|PCJ60361.1|WP_108623115.1|WP_091906234.1|WP_018409825.1|KFB75662.1|WP_076095626.1|WP_089416706.1|RTL21828.1|RTL29411.1|TAN74085.1|WP_011289488.1|OIP10589.1|WP_011764472.1|KRT70926.1|WP_137101029.1|WP_012206801.1|WP_105531610.1|WP_024901274.1|WP_034832555.1|TEX46275.1|WP_062356736.1|WP_018150678.1|RIK93028.1","31","0.7123287671232876","Geneset_Overlap","GO:0004356 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0006807","false","Geneset_Overlap","GO:0004356 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0006807"
"4139","Cd2CK_egg_go_ko","EXI73901.1|WP_119964852.1|WP_133588295.1|WP_018151794.1|OGA45015.1|OIP10440.1|RMG33618.1|TDQ47100.1|ACF98171.1|WP_068491810.1|ODU56528.1|WP_137194094.1|WP_013029265.1|WP_108106829.1|WP_084721056.1|CAI06598.1|WP_004301737.1|EXI86426.1|EXI90076.1|WP_027459187.1|KFB69436.1|WP_050417154.1|WP_056876288.1|WP_057674903.1|OHC61306.1|OHC64126.1|WP_076096509.1|WP_079435145.1|WP_086912295.1|PKO56461.1|WP_108977384.1|WP_116534872.1|WP_119107391.1|RIX44719.1|TAK48549.1|TEX48909.1","36","0.8103448275862069","Geneset_Overlap","K15864 (Geneset_Overlap_Cd2CK_egg_go_ko) 1N3PN","false","Geneset_Overlap","K15864 (Geneset_Overlap_Cd2CK_egg_go_ko) 1N3PN"
"4140","Cd2CK_egg_go_ko","WP_013804444.1|WP_096449278.1|RTL34219.1|WP_027456663.1|EXI90846.1|KFB78314.1|OFZ98106.1|WP_099407143.1|PKO26483.1|RIX49058.1|WP_004298446.1|WP_015437569.1|WP_035933059.1|RTL23085.1|RZI44886.1|WP_090319415.1","16","0.5170940170940171","Geneset_Overlap","2VQ4W (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005840","false","Geneset_Overlap","2VQ4W (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0005840"
"4141","Cd2CK_egg_go_ko","WP_108176863.1|WP_114401720.1|WP_121457190.1|EFF86474.1|OJW50010.1|RIZ69250.1|WP_004301412.1|WP_010397614.1|WP_012206747.1|EXI89281.1|KFB67245.1|KFB73077.1|WP_062354893.1|OQW81897.1|WP_110527036.1|RTL31940.1","16","1.0","Geneset_Overlap","1MU33 (Geneset_Overlap_Cd2CK_egg_go_ko) COG0052","false","Geneset_Overlap","1MU33 (Geneset_Overlap_Cd2CK_egg_go_ko) COG0052"
"4142","Cd2CK_egg_go_ko","WP_126978397.1|WP_102247199.1","2","0.02022538552787663","Geneset_Overlap","GO:0016627 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0020037","false","Geneset_Overlap","GO:0016627 (Geneset_Overlap_Cd2CK_egg_go_ko) GO:0020037"
